route,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_hold,cust_code,package_id,po_no,wlot_mvin_perfmd,wlot_actl_mvin_dt,wlot_actl_mvin_tm,wlot_dt_last_trans,wlot_tm_last_trans,wlot_hold_category,wlot_assy_lot,bd_id,urgent_code,wip_outplan_time
MBGA558,P10NVLK22,PHISON,uSD08AQV-C,0086ANV167,1551,0,2200,N,NV,PC51S2910L-00000-01575{BIN22-75UM},511-210302007,Y,20210417,439,20210417,439,,P10NVLK,ANV0086A1062A, E,2021/4/17 07:19
MBGA934,P13HQJR02,EMC,FPSSLGA28r6V,0282JHQ031,2360,0,2200,N,HQ,FSA80SPH001USA{MXXX-120}{GPM},GO202103437,Y,20210417,644,20210417,644,,P13HQJR,AHQ0282J2006A,,2021/4/17 18:23
QFNS205,P15VGA437,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA453,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA421,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA440,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA424,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA456,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA422,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA438,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA454,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA415,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA431,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA447,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA458,ISSI-VG,DFN-08YD2A,008YDVG003,2809,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA426,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA442,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA419,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA435,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA451,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA444,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA412,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA428,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA457,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA425,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA441,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA436,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA452,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA420,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA439,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA455,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA423,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA429,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA445,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA413,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA4,ISSI-VG,DFN-08YD2A,008YDVG003,0,14,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,2021/4/18 17:28
QFNS205,P15VGA448,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA416,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA432,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA446,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA430,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA414,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA449,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA417,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA433,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA411,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA443,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA427,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA434,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA450,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
QFNS205,P15VGA418,ISSI-VG,DFN-08YD2A,008YDVG003,3520,0,2070,N,VG,IS25LP032D-JKLE-TR{BD2008},C02PO-100499561,Y,20210417,710,20210417,11708,,P15VGA4,ABU008YD2008A,,
BGA622,P16MSBQ02,MTI,FBGA-96UEC,096ECMS010,5599,0,2200,N,MS,V00H TW1 X16 9FA552{A},1108611,Y,20210417,728,20210417,728,,P16MSBQ,AMS096EC3001B,,2021/4/17 19:40
QFNS482,P15ABK111,WINBOND,DFN-08YM2D,008YMAB048,16000,0,2200,N,AB,KAG049900/DB/W25Q80DVUXIE{AG},OP6CMB07AY,Y,20210417,851,20210417,851,,P15ABK1,AAB008YM2023A,,2021/4/17 09:39
MBGA195,P14ABQM09,WINBOND,STBGA162B4U,162KEAB004,1620,0,2200,N,AB,UBG032001/IG/W71NW10GE3FW{05A},OP6CMB06MK,Y,20210417,905,20210417,905,,P14ABQM,AAB162KE1002A,,2021/4/17 14:40
FC020,P15NICI05,DIALOG,FCQFN-12Y32D,012Y3NI004,5884,0,2070,N,NI,D2981AA8B-ROABV01{A},1585649,Y,20210417,947,20210417,41635,,P15NICI,ANI012Y32001B,,
FC020,P15NICI04,DIALOG,FCQFN-12Y32D,012Y3NI004,17400,0,2070,N,NI,D2981AA8B-ROABV01{A},1585649,Y,20210417,947,20210417,41635,,P15NICI,ANI012Y32001B,,
FC020,P15NICI03,DIALOG,FCQFN-12Y32D,012Y3NI004,17400,0,2070,N,NI,D2981AA8B-ROABV01{A},1585649,Y,20210417,947,20210417,41635,,P15NICI,ANI012Y32001B,,
FC020,P15NICI,DIALOG,FCQFN-12Y32D,012Y3NI004,0,2,2070,N,NI,D2981AA8B-ROABV01{A},1585649,Y,20210417,947,20210417,41635,,P15NICI,ANI012Y32001B,,2021/4/17 17:26
MBGA192,P14AWE615,MXIC,SSLGA16DOU,016D5AW011,1243,0,2200,N,AW,5464AXB-16GG000,4525717383-10,Y,20210417,1400,20210417,1400,,P14AWE6,AAW016D53004A,,2021/4/17 15:55
WL009,P16BWBGA,AKM,WLCSP-WAFER,000IABW028,12,0,2040,N,BW,AK09918AUC0-B4{FT1}{FRM-DS},5K3W84,Y,20210417,1404,20210417,1404,,P16BWBG,ENG,,2021/4/17 11:57
MCON57,P15AWAF20,MXIC,TSOP1-48/M2,048TPAW103,720,0,2200,N,AW,5480CNB-48TG000,4525717505-10,Y,20210417,1434,20210417,1434,,P15AWAF,AAW048TP1008B,,2021/4/17 12:00
BGA622,P15MSEM05,MTI,FBGA-78UEN,078ENMS009,3580,0,2200,N,MS,Z11B1SA8CMS2693{R-low alpha},1105096,Y,20210417,1459,20210417,1459,,P15MSEM,AMS078EN1001A,,2021/4/17 15:24
MCON57,P14AWDZ06,MXIC,TSOP1-48/M2,048TPAW086,720,0,2200,N,AW,5468ANB-48TG000,4525717282-10,Y,20210417,1610,20210417,1610,,P14AWDZ,AAW048TP1041B,,2021/4/17 09:36
QFNS282,P16VGCG,ISSI-VG,DFN-08YM2D,008YMVG005,10,213995,2040,N,VG,IS25LP016D-JULE-TR,C02PO-100501344,Y,20210417,1616,20210417,1616,,P16VGCG,ABU008YM2006A,,2021/4/17 18:45
QFNS243,P15AWGF08,MXIC,DFN-08Y62D,008Y6AW028,8320,0,2200,N,AW,6699S-087U10ITKSH9{AGS},4525718744-10,Y,20210417,1629,20210417,1629,,P15AWGF,AAW008Y62014A,,
BGA735,P15ASA201,EliteMT,FBGA-96UEL,096ELAS038,865,0,2200,N,AS,M15T4G16256AS1AG{GVNF2},MT2021040247,Y,20210417,1651,20210417,1651,,P15ASA2,AAS096EL1007A,4,2021/4/17 06:01
MCON57,P15AWAF24,MXIC,TSOP1-48/M2,048TPAW103,720,0,2200,N,AW,5480CNB-48TG000,4525717505-10,Y,20210417,2440,20210417,2440,,P15AWAF,AAW048TP1008B,,2021/4/17 10:04
QFNS282,P15VGAR09,ISSI-VG,DFN-08YM2D,008YMVG003,16000,0,2200,N,VG,IS25LQ020B-JULE1-TR,C02PO-100500066,Y,20210417,2444,20210417,2444,,P15VGAR,ABU008YM2002A,,2021/4/17 14:32
BGA622,P15MSGC03,MTI,FBGA-78U9,078U9MS017,1289,0,2070,N,MS,V00H DA1 X8 9F9CE8,1105985,Y,20210417,2445,20210417,2515,,P15MSGC,AMS078C93001B,,
BGA622,P15MSGC,MTI,FBGA-78U9,078U9MS017,0,9,2070,N,MS,V00H DA1 X8 9F9CE8,1105985,Y,20210417,2445,20210417,2515,,P15MSGC,AMS078C93001B,,2021/4/17 09:06
MCON68,P15OKB312,LAPIS,TSOP1-48A2,048TVOK056,2560,0,2200,N,OK,MR20XG2440E-XXXTNHAR,2114F0C78Z,Y,20210417,2821,20210417,2821,,P15OKB3,AOK048TV1029A,,2021/4/17 19:24
MCON57,P14AWDV33,MXIC,TSOP1-48/M2,048TPAW086,720,0,2200,N,AW,5468ANB-48TG000,4525717269-10,Y,20210417,3050,20210417,3050,,P14AWDV,AAW048TP1041B,,2021/4/17 09:51
QFNS482,P15ABIN01,WINBOND,DFN-08YM2D,008YMAB047,16000,0,2200,N,AB,KAG033120/DB/W25X20CLUXIG{AG},OP6CMB077M,Y,20210417,3052,20210417,3052,,P15ABIN,AAB008YM2025A,6,2021/4/17 14:41
MBGA192,P14AWE607,MXIC,SSLGA16DOU,016D5AW011,1180,0,2200,N,AW,5464AXB-16GG000,4525717383-10,Y,20210417,3225,20210417,3225,,P14AWE6,AAW016D53004A,,2021/4/17 15:26
BGA622,P16MSBC02,MTI,FBGA-96UEC,096ECMS010,5555,0,2200,N,MS,V00H TW1 X16 9FA552{A},1108613,Y,20210417,3610,20210417,3610,,P16MSBC,AMS096EC3001B,,2021/4/17 20:51
BGA622,P15MSEG08,MTI,FBGA-78UEN,078ENMS009,3560,0,2200,N,MS,Z11B1SA8CMS2693{R-low alpha},1105096,Y,20210417,3847,20210417,3847,,P15MSEG,AMS078EN1001A,,2021/4/17 14:35
CON132,P13ASDM04,EliteMT,SOP-8G,008FGAS020,10080,0,2200,N,AS,EN25QH16BA1HM{M68FA}{FT3},MT2021031485,Y,20210417,4140,20210417,4140,,P13ASDM,AAS008FG1013A,,2021/4/17 11:10
MCON57,P14AWDV30,MXIC,TSOP1-48/M2,048TPAW086,720,0,2200,N,AW,5468ANB-48TG000,4525717269-10,Y,20210417,4226,20210417,4226,,P14AWDV,AAW048TP1041B,,2021/4/17 13:37
MCON57,P15AWCU36,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU20,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU23,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU39,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU29,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU45,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU42,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU26,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU30,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU46,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU33,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU17,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU43,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU27,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU24,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU40,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU21,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU37,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU47,MXIC,TSOP1-48/M2,048TPAW086,645,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU31,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU18,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU34,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU28,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU44,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU41,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU25,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU22,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU38,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU19,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU35,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
MCON57,P15AWCU32,MXIC,TSOP1-48/M2,048TPAW086,720,0,2070,N,AW,5468ANB-48TG000,4525718006-10,Y,20210417,4255,20210417,32612,,P15AWCU,AAW048TP1041B,,
BGA40,P15BUCC01,ICSI,FBGA-96LEA,096EABU001,2600,0,2200,N,BU,IS46TR16512B-125KBLA1-AS,C02PO-100500161,Y,20210417,4348,20210417,4348,,P15BUCC,ABU096EA1001A,,2021/4/17 13:20
FC018,P16NICG,DIALOG,FCDFN-09YZ2A,009YZNI001,5,85703,2040,N,NI,D2952AHHB-DMAMV01{AM},1586323,Y,20210417,4404,20210417,4404,,P16NICG,ANI009YZ1001A,,2021/4/17 04:43
FC020,P15NICJ03,DIALOG,FCQFN-12Y32D,012Y3NI004,17400,0,2070,N,NI,D2981AA8B-ROABV01{A},1585650,Y,20210417,4510,20210417,44707,,P15NICJ,ANI012Y32001B,,
FC020,P15NICJ,DIALOG,FCQFN-12Y32D,012Y3NI004,0,2,2070,N,NI,D2981AA8B-ROABV01{A},1585650,Y,20210417,4510,20210417,44707,,P15NICJ,ANI012Y32001B,,2021/4/17 18:01
FC020,P15NICJ05,DIALOG,FCQFN-12Y32D,012Y3NI004,5878,0,2070,N,NI,D2981AA8B-ROABV01{A},1585650,Y,20210417,4510,20210417,44707,,P15NICJ,ANI012Y32001B,,
FC020,P15NICJ04,DIALOG,FCQFN-12Y32D,012Y3NI004,17400,0,2070,N,NI,D2981AA8B-ROABV01{A},1585650,Y,20210417,4510,20210417,44707,,P15NICJ,ANI012Y32001B,,
CON339,P11ASB604,EliteMT,TSOP2-66CME,066TSAS015,2880,0,2200,N,AS,QM13S2561616AS1AM{M68X4},MT2021030456,Y,20210417,4537,20210417,4537,,P11ASB6,AAS066TS1005B,,2021/4/17 15:37
CON132,P13ASDM02,EliteMT,SOP-8G,008FGAS020,10077,0,2200,N,AS,EN25QH16BA1HM{M68FA}{FT3},MT2021031485,Y,20210417,4544,20210417,4544,,P13ASDM,AAS008FG1013A,,2021/4/17 11:14
MCON57,P15AWAF21,MXIC,TSOP1-48/M2,048TPAW103,720,0,2200,N,AW,5480CNB-48TG000,4525717505-10,Y,20210417,4548,20210417,4548,,P15AWAF,AAW048TP1008B,,2021/4/17 10:25
MQFNS040,P14ABD101,WINBOND,STDFN-08YQ2A,008YQAB090,4320,0,2200,N,AB,AAG046902/IG/W25R256JVEIN,OP6CMB06K8,Y,20210417,4831,20210417,4831,,P14ABD1,AAB008YQ2039B,,2021/4/17 10:04
BGA251,P06LWEV14,MTI-S,VFBGA152BAL,152N3LW043,67,0,2070,N,LW,SPSUBB37RX8D-Z-BG63-HFG-230-B2-1{ZDT},5500004135,Y,20210417,4900,20210417,4916,,P06LWEV,ALW152N31015A,,
BGA251,P06LWEV,MTI-S,VFBGA152BAL,152N3LW043,0,13,2070,N,LW,SPSUBB37RX8D-Z-BG63-HFG-230-B2-1{ZDT},5500004135,Y,20210417,4900,20210417,4916,,P06LWEV,ALW152N31015A,,2021/4/17 08:36
